S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
3348,680.12,680.12,680.12,680.12,0.00,0.00,0.00,2009-05-18
3349,665.39,665.39,665.39,665.39,0.00,0.00,0.00,2009-05-17
3350,659.94,659.94,659.94,659.94,0.00,0.00,0.00,2009-05-14
3351,661.50,661.50,661.50,661.50,0.00,0.00,0.00,2009-05-13
3352,660.05,660.05,660.05,660.05,0.00,0.00,0.00,2009-05-12
3353,659.17,659.17,659.17,659.17,0.00,0.00,0.00,2009-05-11
3354,660.42,660.42,660.42,660.42,0.00,0.00,0.00,2009-05-10
3355,654.05,654.05,654.05,654.05,0.00,0.00,0.00,2009-05-07
3356,651.16,651.16,651.16,651.16,0.00,0.00,0.00,2009-05-06
3357,648.57,648.57,648.57,648.57,0.00,0.00,0.00,2009-05-05
3358,639.96,639.96,639.96,639.96,0.00,0.00,0.00,2009-05-04
3359,642.04,642.04,642.04,642.04,0.00,0.00,0.00,2009-05-03
3360,648.64,648.64,648.64,648.64,0.00,0.00,0.00,2009-04-30
3361,642.82,642.82,642.82,642.82,0.00,0.00,0.00,2009-04-29
3362,641.64,641.64,641.64,641.64,0.00,0.00,0.00,2009-04-28
3363,638.69,638.69,638.69,638.69,0.00,0.00,0.00,2009-04-27
3364,649.02,649.02,649.02,649.02,0.00,0.00,0.00,2009-04-26
3365,655.54,655.54,655.54,655.54,0.00,0.00,0.00,2009-04-23
3366,657.33,657.33,657.33,657.33,0.00,0.00,0.00,2009-04-22
3367,660.72,660.72,660.72,660.72,0.00,0.00,0.00,2009-04-21
3368,660.01,660.01,660.01,660.01,0.00,0.00,0.00,2009-04-20
3369,660.01,660.01,660.01,660.01,0.00,0.00,0.00,2009-04-19
3370,662.71,662.71,662.71,662.71,0.00,0.00,0.00,2009-04-16
3371,661.27,661.27,661.27,661.27,0.00,0.00,0.00,2009-04-13
3372,660.15,660.15,660.15,660.15,0.00,0.00,0.00,2009-04-12
3373,660.04,660.04,660.04,660.04,0.00,0.00,0.00,2009-04-09
3374,661.28,661.28,661.28,661.28,0.00,0.00,0.00,2009-04-08
3375,659.25,659.25,659.25,659.25,0.00,0.00,0.00,2009-04-07
3376,663.46,663.46,663.46,663.46,0.00,0.00,0.00,2009-04-06
3377,664.73,664.73,664.73,664.73,0.00,0.00,0.00,2009-04-05
3378,661.96,661.96,661.96,661.96,0.00,0.00,0.00,2009-04-02
3379,665.04,665.04,665.04,665.04,0.00,0.00,0.00,2009-04-01
3380,664.13,664.13,664.13,664.13,0.00,0.00,0.00,2009-03-31
3381,665.66,665.66,665.66,665.66,0.00,0.00,0.00,2009-03-30
3382,669.79,669.79,669.79,669.79,0.00,0.00,0.00,2009-03-29
3383,675.30,675.30,675.30,675.30,0.00,0.00,0.00,2009-03-25
3384,678.00,678.00,678.00,678.00,0.00,0.00,0.00,2009-03-24
3385,676.31,676.31,676.31,676.31,0.00,0.00,0.00,2009-03-23
3386,683.10,683.10,683.10,683.10,0.00,0.00,0.00,2009-03-22
3387,666.62,666.62,666.62,666.62,0.00,0.00,0.00,2009-03-19
3388,666.51,666.51,666.51,666.51,0.00,0.00,0.00,2009-03-18
3389,667.67,667.67,667.67,667.67,0.00,0.00,0.00,2009-03-17
3390,670.87,670.87,670.87,670.87,0.00,0.00,0.00,2009-03-16
3391,669.23,669.23,669.23,669.23,0.00,0.00,0.00,2009-03-15
3392,667.20,667.20,667.20,667.20,0.00,0.00,0.00,2009-03-12
3393,670.23,670.23,670.23,670.23,0.00,0.00,0.00,2009-03-11
3394,671.44,671.44,671.44,671.44,0.00,0.00,0.00,2009-03-09
3395,671.35,671.35,671.35,671.35,0.00,0.00,0.00,2009-03-08
3396,669.72,669.72,669.72,669.72,0.00,0.00,0.00,2009-03-05
3397,672.99,672.99,672.99,672.99,0.00,0.00,0.00,2009-03-04
3398,675.77,675.77,675.77,675.77,0.00,0.00,0.00,2009-03-03
3399,673.70,673.70,673.70,673.70,0.00,0.00,0.00,2009-03-02
3400,676.30,676.30,676.30,676.30,0.00,0.00,0.00,2009-03-01
3401,677.52,677.52,677.52,677.52,0.00,0.00,0.00,2009-02-26
3402,695.92,695.92,695.92,695.92,0.00,0.00,0.00,2009-02-24
3403,704.15,704.15,704.15,704.15,0.00,0.00,0.00,2009-02-22
3404,699.60,699.60,699.60,699.60,0.00,0.00,0.00,2009-02-19
3405,690.26,690.26,690.26,690.26,0.00,0.00,0.00,2009-02-17
3406,673.52,673.52,673.52,673.52,0.00,0.00,0.00,2009-02-16
3407,669.76,669.76,669.76,669.76,0.00,0.00,0.00,2009-02-15
3408,671.50,671.50,671.50,671.50,0.00,0.00,0.00,2009-02-12
3409,663.53,663.53,663.53,663.53,0.00,0.00,0.00,2009-02-11
3410,665.16,665.16,665.16,665.16,0.00,0.00,0.00,2009-02-10
3411,668.83,668.83,668.83,668.83,0.00,0.00,0.00,2009-02-09
3412,671.71,671.71,671.71,671.71,0.00,0.00,0.00,2009-02-08
3413,656.07,656.07,656.07,656.07,0.00,0.00,0.00,2009-02-05
3414,641.66,641.66,641.66,641.66,0.00,0.00,0.00,2009-02-04
3415,636.66,636.66,636.66,636.66,0.00,0.00,0.00,2009-02-03
3416,636.31,636.31,636.31,636.31,0.00,0.00,0.00,2009-02-02
3417,638.51,638.51,638.51,638.51,0.00,0.00,0.00,2009-02-01
3418,658.83,658.83,658.83,658.83,0.00,0.00,0.00,2009-01-28
3419,643.97,643.97,643.97,643.97,0.00,0.00,0.00,2009-01-26
3420,611.07,611.07,611.07,611.07,0.00,0.00,0.00,2009-01-25
3421,609.46,609.46,609.46,609.46,0.00,0.00,0.00,2009-01-22
3422,625.79,625.79,625.79,625.79,0.00,0.00,0.00,2009-01-21
3423,641.05,641.05,641.05,641.05,0.00,0.00,0.00,2009-01-20
3424,647.29,647.29,647.29,647.29,0.00,0.00,0.00,2009-01-19
3425,650.75,650.75,650.75,650.75,0.00,0.00,0.00,2009-01-18
3426,651.22,651.22,651.22,651.22,0.00,0.00,0.00,2009-01-15
3427,659.81,659.81,659.81,659.81,0.00,0.00,0.00,2009-01-13
3428,660.40,660.40,660.40,660.40,0.00,0.00,0.00,2009-01-12
3429,664.02,664.02,664.02,664.02,0.00,0.00,0.00,2009-01-11
3430,674.32,674.32,674.32,674.32,0.00,0.00,0.00,2009-01-08
3431,682.29,682.29,682.29,682.29,0.00,0.00,0.00,2009-01-07
3432,687.63,687.63,687.63,687.63,0.00,0.00,0.00,2009-01-06
3433,690.97,690.97,690.97,690.97,0.00,0.00,0.00,2009-01-05
3434,696.21,696.21,696.21,696.21,0.00,0.00,0.00,2009-01-04
3435,695.50,695.50,695.50,695.50,0.00,0.00,0.00,2008-12-31
3436,700.57,700.57,700.57,700.57,0.00,0.00,0.00,2008-12-29
3437,699.20,699.20,699.20,699.20,0.00,0.00,0.00,2008-12-28
3438,705.21,705.21,705.21,705.21,0.00,0.00,0.00,2008-12-24
3439,701.85,701.85,701.85,701.85,0.00,0.00,0.00,2008-12-23
3440,701.64,701.64,701.64,701.64,0.00,0.00,0.00,2008-12-22
3441,708.12,708.12,708.12,708.12,0.00,0.00,0.00,2008-12-21
3442,720.52,720.52,720.52,720.52,0.00,0.00,0.00,2008-12-18
3443,728.88,728.88,728.88,728.88,0.00,0.00,0.00,2008-12-17
3444,729.24,729.24,729.24,729.24,0.00,0.00,0.00,2008-12-16
3445,734.85,734.85,734.85,734.85,0.00,0.00,0.00,2008-12-15
3446,742.04,742.04,742.04,742.04,0.00,0.00,0.00,2008-12-14
3447,743.25,743.25,743.25,743.25,0.00,0.00,0.00,2008-12-11
3448,742.36,742.36,742.36,742.36,0.00,0.00,0.00,2008-12-10
3449,747.72,747.72,747.72,747.72,0.00,0.00,0.00,2008-12-08
3450,754.29,754.29,754.29,754.29,0.00,0.00,0.00,2008-12-07
3451,754.91,754.91,754.91,754.91,0.00,0.00,0.00,2008-12-04
3452,758.08,758.08,758.08,758.08,0.00,0.00,0.00,2008-12-03
3453,761.67,761.67,761.67,761.67,0.00,0.00,0.00,2008-12-02
3454,765.76,765.76,765.76,765.76,0.00,0.00,0.00,2008-12-01
3455,750.71,750.71,750.71,750.71,0.00,0.00,0.00,2008-11-30
3456,732.18,732.18,732.18,732.18,0.00,0.00,0.00,2008-11-27
3457,728.57,728.57,728.57,728.57,0.00,0.00,0.00,2008-11-26
3458,698.81,698.81,698.81,698.81,0.00,0.00,0.00,2008-11-25
3459,726.47,726.47,726.47,726.47,0.00,0.00,0.00,2008-11-24
3460,750.51,750.51,750.51,750.51,0.00,0.00,0.00,2008-11-23
3461,770.37,770.37,770.37,770.37,0.00,0.00,0.00,2008-11-20
3462,776.58,776.58,776.58,776.58,0.00,0.00,0.00,2008-11-19
3463,775.99,775.99,775.99,775.99,0.00,0.00,0.00,2008-11-18
3464,774.18,774.18,774.18,774.18,0.00,0.00,0.00,2008-11-17
3465,793.86,793.86,793.86,793.86,0.00,0.00,0.00,2008-11-16
3466,806.90,806.90,806.90,806.90,0.00,0.00,0.00,2008-11-13
3467,815.63,815.63,815.63,815.63,0.00,0.00,0.00,2008-11-12
3468,802.11,802.11,802.11,802.11,0.00,0.00,0.00,2008-11-11
3469,779.78,779.78,779.78,779.78,0.00,0.00,0.00,2008-11-10
3470,810.81,810.81,810.81,810.81,0.00,0.00,0.00,2008-11-09
3471,832.59,832.59,832.59,832.59,0.00,0.00,0.00,2008-11-06
3472,848.18,848.18,848.18,848.18,0.00,0.00,0.00,2008-11-05
3473,849.44,849.44,849.44,849.44,0.00,0.00,0.00,2008-11-03
3474,853.16,853.16,853.16,853.16,0.00,0.00,0.00,2008-11-02
3475,881.86,881.86,881.86,881.86,0.00,0.00,0.00,2008-10-27
3476,918.15,918.15,918.15,918.15,0.00,0.00,0.00,2008-10-26
3477,919.33,919.33,919.33,919.33,0.00,0.00,0.00,2008-10-23
3478,914.00,914.00,914.00,914.00,0.00,0.00,0.00,2008-10-22
3479,907.73,907.73,907.73,907.73,0.00,0.00,0.00,2008-10-21
3480,899.99,899.99,899.99,899.99,0.00,0.00,0.00,2008-10-20
3481,918.62,918.62,918.62,918.62,0.00,0.00,0.00,2008-10-19
3482,933.97,933.97,933.97,933.97,0.00,0.00,0.00,2008-10-16
3483,938.31,938.31,938.31,938.31,0.00,0.00,0.00,2008-10-15
3484,957.33,957.33,957.33,957.33,0.00,0.00,0.00,2008-10-13
3485,969.56,969.56,969.56,969.56,0.00,0.00,0.00,2008-10-12
3486,973.65,973.65,973.65,973.65,0.00,0.00,0.00,2008-10-05
3487,970.23,970.23,970.23,970.23,0.00,0.00,0.00,2008-10-01
3488,962.55,962.55,962.55,962.55,0.00,0.00,0.00,2008-09-29
3489,954.60,954.60,954.60,954.60,0.00,0.00,0.00,2008-09-28
3490,941.12,941.12,941.12,941.12,0.00,0.00,0.00,2008-09-25
3491,945.07,945.07,945.07,945.07,0.00,0.00,0.00,2008-09-24
3492,951.28,951.28,951.28,951.28,0.00,0.00,0.00,2008-09-23
3493,952.64,952.64,952.64,952.64,0.00,0.00,0.00,2008-09-22
3494,976.81,976.81,976.81,976.81,0.00,0.00,0.00,2008-09-21
3495,"1,004.28","1,004.28","1,004.28","1,004.28",0.00,0.00,0.00,2008-09-18
3496,985.16,985.16,985.16,985.16,0.00,0.00,0.00,2008-09-17
3497,976.01,976.01,976.01,976.01,0.00,0.00,0.00,2008-09-16
3498,996.09,996.09,996.09,996.09,0.00,0.00,0.00,2008-09-15
3499,"1,028.50","1,028.50","1,028.50","1,028.50",0.00,0.00,0.00,2008-09-11
3500,"1,029.85","1,029.85","1,029.85","1,029.85",0.00,0.00,0.00,2008-09-10
3501,"1,051.20","1,051.20","1,051.20","1,051.20",0.00,0.00,0.00,2008-09-09
3502,"1,058.64","1,058.64","1,058.64","1,058.64",0.00,0.00,0.00,2008-09-08
3503,"1,071.08","1,071.08","1,071.08","1,071.08",0.00,0.00,0.00,2008-09-07
3504,"1,067.20","1,067.20","1,067.20","1,067.20",0.00,0.00,0.00,2008-09-04
3505,"1,064.01","1,064.01","1,064.01","1,064.01",0.00,0.00,0.00,2008-09-03
3506,"1,102.39","1,102.39","1,102.39","1,102.39",0.00,0.00,0.00,2008-09-02
3507,"1,134.39","1,134.39","1,134.39","1,134.39",0.00,0.00,0.00,2008-09-01
3508,"1,175.38","1,175.38","1,175.38","1,175.38",0.00,0.00,0.00,2008-08-31
3509,"1,119.65","1,119.65","1,119.65","1,119.65",0.00,0.00,0.00,2008-08-28
3510,"1,086.19","1,086.19","1,086.19","1,086.19",0.00,0.00,0.00,2008-08-27
3511,"1,087.80","1,087.80","1,087.80","1,087.80",0.00,0.00,0.00,2008-08-26
3512,"1,068.17","1,068.17","1,068.17","1,068.17",0.00,0.00,0.00,2008-08-25
3513,"1,057.36","1,057.36","1,057.36","1,057.36",0.00,0.00,0.00,2008-08-24
3514,"1,062.24","1,062.24","1,062.24","1,062.24",0.00,0.00,0.00,2008-08-21
3515,"1,064.28","1,064.28","1,064.28","1,064.28",0.00,0.00,0.00,2008-08-20
3516,"1,057.53","1,057.53","1,057.53","1,057.53",0.00,0.00,0.00,2008-08-19
3517,"1,075.87","1,075.87","1,075.87","1,075.87",0.00,0.00,0.00,2008-08-18
3518,"1,084.76","1,084.76","1,084.76","1,084.76",0.00,0.00,0.00,2008-08-14
3519,"1,079.58","1,079.58","1,079.58","1,079.58",0.00,0.00,0.00,2008-08-13
3520,"1,085.03","1,085.03","1,085.03","1,085.03",0.00,0.00,0.00,2008-08-12
3521,"1,088.91","1,088.91","1,088.91","1,088.91",0.00,0.00,0.00,2008-08-11
3522,"1,075.51","1,075.51","1,075.51","1,075.51",0.00,0.00,0.00,2008-08-10
3523,"1,101.36","1,101.36","1,101.36","1,101.36",0.00,0.00,0.00,2008-08-07
3524,"1,128.13","1,128.13","1,128.13","1,128.13",0.00,0.00,0.00,2008-08-06
3525,"1,102.10","1,102.10","1,102.10","1,102.10",0.00,0.00,0.00,2008-08-05
3526,"1,075.34","1,075.34","1,075.34","1,075.34",0.00,0.00,0.00,2008-08-04
3527,"1,047.67","1,047.67","1,047.67","1,047.67",0.00,0.00,0.00,2008-08-03
3528,"1,034.02","1,034.02","1,034.02","1,034.02",0.00,0.00,0.00,2008-07-31
3529,"1,020.05","1,020.05","1,020.05","1,020.05",0.00,0.00,0.00,2008-07-30
3530,"1,001.99","1,001.99","1,001.99","1,001.99",0.00,0.00,0.00,2008-07-29
3531,983.07,983.07,983.07,983.07,0.00,0.00,0.00,2008-07-28
3532,980.81,980.81,980.81,980.81,0.00,0.00,0.00,2008-07-27
3533,972.47,972.47,972.47,972.47,0.00,0.00,0.00,2008-07-23
3534,962.78,962.78,962.78,962.78,0.00,0.00,0.00,2008-07-22
3535,973.30,973.30,973.30,973.30,0.00,0.00,0.00,2008-07-21
3536,985.24,985.24,985.24,985.24,0.00,0.00,0.00,2008-07-20
3537,991.91,991.91,991.91,991.91,0.00,0.00,0.00,2008-07-17
3538,982.12,982.12,982.12,982.12,0.00,0.00,0.00,2008-07-16
3539,963.36,963.36,963.36,963.36,0.00,0.00,0.00,2008-07-15
3540,959.26,959.26,959.26,959.26,0.00,0.00,0.00,2008-07-14
3541,953.46,953.46,953.46,953.46,0.00,0.00,0.00,2008-07-13
3542,949.52,949.52,949.52,949.52,0.00,0.00,0.00,2008-07-10
3543,944.86,944.86,944.86,944.86,0.00,0.00,0.00,2008-07-09
3544,936.46,936.46,936.46,936.46,0.00,0.00,0.00,2008-07-08
3545,929.72,929.72,929.72,929.72,0.00,0.00,0.00,2008-07-07
3546,926.93,926.93,926.93,926.93,0.00,0.00,0.00,2008-07-06
3547,928.39,928.39,928.39,928.39,0.00,0.00,0.00,2008-07-03
3548,906.24,906.24,906.24,906.24,0.00,0.00,0.00,2008-07-02
3549,931.30,931.30,931.30,931.30,0.00,0.00,0.00,2008-07-01
3550,937.46,937.46,937.46,937.46,0.00,0.00,0.00,2008-06-30
3551,948.87,948.87,948.87,948.87,0.00,0.00,0.00,2008-06-29
3552,951.62,951.62,951.62,951.62,0.00,0.00,0.00,2008-06-26
3553,948.56,948.56,948.56,948.56,0.00,0.00,0.00,2008-06-25
3554,940.92,940.92,940.92,940.92,0.00,0.00,0.00,2008-06-24
3555,942.09,942.09,942.09,942.09,0.00,0.00,0.00,2008-06-23
3556,947.12,947.12,947.12,947.12,0.00,0.00,0.00,2008-06-22
3557,960.33,960.33,960.33,960.33,0.00,0.00,0.00,2008-06-19
3558,959.82,959.82,959.82,959.82,0.00,0.00,0.00,2008-06-18
3559,953.84,953.84,953.84,953.84,0.00,0.00,0.00,2008-06-17
3560,957.87,957.87,957.87,957.87,0.00,0.00,0.00,2008-06-16
3561,941.07,941.07,941.07,941.07,0.00,0.00,0.00,2008-06-15
3562,930.65,930.65,930.65,930.65,0.00,0.00,0.00,2008-06-12
3563,923.17,923.17,923.17,923.17,0.00,0.00,0.00,2008-06-11
3564,915.03,915.03,915.03,915.03,0.00,0.00,0.00,2008-06-10
3565,924.65,924.65,924.65,924.65,0.00,0.00,0.00,2008-06-09
3566,910.82,910.82,910.82,910.82,0.00,0.00,0.00,2008-06-08
3567,885.20,885.20,885.20,885.20,0.00,0.00,0.00,2008-06-05
3568,867.93,867.93,867.93,867.93,0.00,0.00,0.00,2008-06-04
3569,858.63,858.63,858.63,858.63,0.00,0.00,0.00,2008-06-03
3570,873.75,873.75,873.75,873.75,0.00,0.00,0.00,2008-06-02
3571,860.62,860.62,860.62,860.62,0.00,0.00,0.00,2008-06-01
3572,833.18,833.18,833.18,833.18,0.00,0.00,0.00,2008-05-27
3573,823.68,823.68,823.68,823.68,0.00,0.00,0.00,2008-05-26
3574,832.14,832.14,832.14,832.14,0.00,0.00,0.00,2008-05-25
3575,817.64,817.64,817.64,817.64,0.00,0.00,0.00,2008-05-22
3576,801.48,801.48,801.48,801.48,0.00,0.00,0.00,2008-05-21
3577,798.86,798.86,798.86,798.86,0.00,0.00,0.00,2008-05-18
3578,812.67,812.67,812.67,812.67,0.00,0.00,0.00,2008-05-15
3579,825.61,825.61,825.61,825.61,0.00,0.00,0.00,2008-05-14
3580,806.26,806.26,806.26,806.26,0.00,0.00,0.00,2008-05-13
3581,785.35,785.35,785.35,785.35,0.00,0.00,0.00,2008-05-12
3582,773.54,773.54,773.54,773.54,0.00,0.00,0.00,2008-05-11
3583,771.33,771.33,771.33,771.33,0.00,0.00,0.00,2008-05-08
3584,776.97,776.97,776.97,776.97,0.00,0.00,0.00,2008-05-07
3585,767.93,767.93,767.93,767.93,0.00,0.00,0.00,2008-05-06
3586,748.92,748.92,748.92,748.92,0.00,0.00,0.00,2008-05-05
3587,740.18,740.18,740.18,740.18,0.00,0.00,0.00,2008-05-04
3588,736.46,736.46,736.46,736.46,0.00,0.00,0.00,2008-04-30
3589,728.72,728.72,728.72,728.72,0.00,0.00,0.00,2008-04-29
3590,730.28,730.28,730.28,730.28,0.00,0.00,0.00,2008-04-28
3591,729.01,729.01,729.01,729.01,0.00,0.00,0.00,2008-04-27
3592,734.87,734.87,734.87,734.87,0.00,0.00,0.00,2008-04-24
3593,734.66,734.66,734.66,734.66,0.00,0.00,0.00,2008-04-22
3594,739.43,739.43,739.43,739.43,0.00,0.00,0.00,2008-04-21
3595,744.04,744.04,744.04,744.04,0.00,0.00,0.00,2008-04-20
3596,734.83,734.83,734.83,734.83,0.00,0.00,0.00,2008-04-17
3597,708.81,708.81,708.81,708.81,0.00,0.00,0.00,2008-04-16
3598,720.24,720.24,720.24,720.24,0.00,0.00,0.00,2008-04-15
3599,746.69,746.69,746.69,746.69,0.00,0.00,0.00,2008-04-06
3600,730.14,730.14,730.14,730.14,0.00,0.00,0.00,2008-04-03
3601,716.56,716.56,716.56,716.56,0.00,0.00,0.00,2008-04-02
3602,712.52,712.52,712.52,712.52,0.00,0.00,0.00,2008-04-01
3603,709.40,709.40,709.40,709.40,0.00,0.00,0.00,2008-03-31
3604,702.97,702.97,702.97,702.97,0.00,0.00,0.00,2008-03-30
3605,716.37,716.37,716.37,716.37,0.00,0.00,0.00,2008-03-27
3606,720.67,720.67,720.67,720.67,0.00,0.00,0.00,2008-03-26
3607,721.24,721.24,721.24,721.24,0.00,0.00,0.00,2008-03-25
3608,704.54,704.54,704.54,704.54,0.00,0.00,0.00,2008-03-24
3609,710.80,710.80,710.80,710.80,0.00,0.00,0.00,2008-03-23
3610,716.72,716.72,716.72,716.72,0.00,0.00,0.00,2008-03-20
3611,715.95,715.95,715.95,715.95,0.00,0.00,0.00,2008-03-19
3612,718.93,718.93,718.93,718.93,0.00,0.00,0.00,2008-03-18
3613,720.92,720.92,720.92,720.92,0.00,0.00,0.00,2008-03-17
3614,712.97,712.97,712.97,712.97,0.00,0.00,0.00,2008-03-16
3615,714.76,714.76,714.76,714.76,0.00,0.00,0.00,2008-03-13
3616,723.28,723.28,723.28,723.28,0.00,0.00,0.00,2008-03-12
3617,741.11,741.11,741.11,741.11,0.00,0.00,0.00,2008-03-11
3618,749.05,749.05,749.05,749.05,0.00,0.00,0.00,2008-03-10
3619,756.74,756.74,756.74,756.74,0.00,0.00,0.00,2008-03-09
3620,758.70,758.70,758.70,758.70,0.00,0.00,0.00,2008-03-05
3621,766.98,766.98,766.98,766.98,0.00,0.00,0.00,2008-03-04
3622,771.21,771.21,771.21,771.21,0.00,0.00,0.00,2008-03-03
3623,772.88,772.88,772.88,772.88,0.00,0.00,0.00,2008-03-02
3624,756.76,756.76,756.76,756.76,0.00,0.00,0.00,2008-02-28
3625,751.81,751.81,751.81,751.81,0.00,0.00,0.00,2008-02-27
3626,759.51,759.51,759.51,759.51,0.00,0.00,0.00,2008-02-26
3627,761.17,761.17,761.17,761.17,0.00,0.00,0.00,2008-02-25
3628,755.89,755.89,755.89,755.89,0.00,0.00,0.00,2008-02-24
3629,758.47,758.47,758.47,758.47,0.00,0.00,0.00,2008-02-21
3630,756.44,756.44,756.44,756.44,0.00,0.00,0.00,2008-02-20
3631,757.08,757.08,757.08,757.08,0.00,0.00,0.00,2008-02-18
3632,769.92,769.92,769.92,769.92,0.00,0.00,0.00,2008-02-17
3633,795.89,795.89,795.89,795.89,0.00,0.00,0.00,2008-02-14
3634,809.91,809.91,809.91,809.91,0.00,0.00,0.00,2008-02-13
3635,814.43,814.43,814.43,814.43,0.00,0.00,0.00,2008-02-12
3636,802.03,802.03,802.03,802.03,0.00,0.00,0.00,2008-02-11
3637,776.74,776.74,776.74,776.74,0.00,0.00,0.00,2008-02-10
3638,750.86,750.86,750.86,750.86,0.00,0.00,0.00,2008-02-07
3639,723.54,723.54,723.54,723.54,0.00,0.00,0.00,2008-02-06
3640,708.73,708.73,708.73,708.73,0.00,0.00,0.00,2008-02-05
3641,752.30,752.30,752.30,752.30,0.00,0.00,0.00,2008-02-04
3642,778.13,778.13,778.13,778.13,0.00,0.00,0.00,2008-02-03
3643,803.69,803.69,803.69,803.69,0.00,0.00,0.00,2008-01-31
3644,817.60,817.60,817.60,817.60,0.00,0.00,0.00,2008-01-29
3645,842.60,842.60,842.60,842.60,0.00,0.00,0.00,2008-01-28
3646,867.60,867.60,867.60,867.60,0.00,0.00,0.00,2008-01-27
3647,878.07,878.07,878.07,878.07,0.00,0.00,0.00,2008-01-24
3648,877.51,877.51,877.51,877.51,0.00,0.00,0.00,2008-01-23
3649,890.25,890.25,890.25,890.25,0.00,0.00,0.00,2008-01-22
3650,867.46,867.46,867.46,867.46,0.00,0.00,0.00,2008-01-21
3651,879.69,879.69,879.69,879.69,0.00,0.00,0.00,2008-01-20
3652,905.38,905.38,905.38,905.38,0.00,0.00,0.00,2008-01-17
3653,931.43,931.43,931.43,931.43,0.00,0.00,0.00,2008-01-16
3654,958.91,958.91,958.91,958.91,0.00,0.00,0.00,2008-01-14
3655,976.07,976.07,976.07,976.07,0.00,0.00,0.00,2008-01-13
3656,981.43,981.43,981.43,981.43,0.00,0.00,0.00,2008-01-10
3657,963.83,963.83,963.83,963.83,0.00,0.00,0.00,2008-01-09
3658,956.82,956.82,956.82,956.82,0.00,0.00,0.00,2008-01-08
3659,970.98,970.98,970.98,970.98,0.00,0.00,0.00,2008-01-07
3660,988.64,988.64,988.64,988.64,0.00,0.00,0.00,2008-01-06
3661,984.53,984.53,984.53,984.53,0.00,0.00,0.00,2007-12-27
3662,967.74,967.74,967.74,967.74,0.00,0.00,0.00,2007-12-26
3663,992.92,992.92,992.92,992.92,0.00,0.00,0.00,2007-12-25
3664,"1,018.16","1,018.16","1,018.16","1,018.16",0.00,0.00,0.00,2007-12-24
3665,"1,045.65","1,045.65","1,045.65","1,045.65",0.00,0.00,0.00,2007-12-23
3666,"1,055.73","1,055.73","1,055.73","1,055.73",0.00,0.00,0.00,2007-12-20
3667,"1,061.27","1,061.27","1,061.27","1,061.27",0.00,0.00,0.00,2007-12-19
3668,"1,061.35","1,061.35","1,061.35","1,061.35",0.00,0.00,0.00,2007-12-18
3669,"1,064.09","1,064.09","1,064.09","1,064.09",0.00,0.00,0.00,2007-12-17
3670,"1,052.92","1,052.92","1,052.92","1,052.92",0.00,0.00,0.00,2007-12-16
3671,"1,025.91","1,025.91","1,025.91","1,025.91",0.00,0.00,0.00,2007-12-13
3672,"1,000.27","1,000.27","1,000.27","1,000.27",0.00,0.00,0.00,2007-12-12
3673,996.29,996.29,996.29,996.29,0.00,0.00,0.00,2007-12-11
3674,992.20,992.20,992.20,992.20,0.00,0.00,0.00,2007-12-10
3675,"1,000.49","1,000.49","1,000.49","1,000.49",0.00,0.00,0.00,2007-12-09
3676,992.81,992.81,992.81,992.81,0.00,0.00,0.00,2007-12-06
3677,974.41,974.41,974.41,974.41,0.00,0.00,0.00,2007-12-05
3678,963.79,963.79,963.79,963.79,0.00,0.00,0.00,2007-12-04
3679,942.99,942.99,942.99,942.99,0.00,0.00,0.00,2007-12-03
3680,922.44,922.44,922.44,922.44,0.00,0.00,0.00,2007-12-02
3681,897.29,897.29,897.29,897.29,0.00,0.00,0.00,2007-11-29
3682,879.58,879.58,879.58,879.58,0.00,0.00,0.00,2007-11-28
3683,869.38,869.38,869.38,869.38,0.00,0.00,0.00,2007-11-27
3684,867.61,867.61,867.61,867.61,0.00,0.00,0.00,2007-11-26
3685,861.29,861.29,861.29,861.29,0.00,0.00,0.00,2007-11-25
3686,856.24,856.24,856.24,856.24,0.00,0.00,0.00,2007-11-22
3687,855.56,855.56,855.56,855.56,0.00,0.00,0.00,2007-11-21
3688,852.68,852.68,852.68,852.68,0.00,0.00,0.00,2007-11-20
3689,855.00,855.00,855.00,855.00,0.00,0.00,0.00,2007-11-19
3690,851.55,851.55,851.55,851.55,0.00,0.00,0.00,2007-11-18
3691,915.38,915.38,915.38,915.38,0.00,0.00,0.00,2007-11-15
3692,902.45,902.45,902.45,902.45,0.00,0.00,0.00,2007-11-14
3693,892.28,892.28,892.28,892.28,0.00,0.00,0.00,2007-11-13
3694,889.12,889.12,889.12,889.12,0.00,0.00,0.00,2007-11-12
3695,882.45,882.45,882.45,882.45,0.00,0.00,0.00,2007-11-08
3696,880.06,880.06,880.06,880.06,0.00,0.00,0.00,2007-11-07
3697,877.44,877.44,877.44,877.44,0.00,0.00,0.00,2007-11-06
3698,874.54,874.54,874.54,874.54,0.00,0.00,0.00,2007-11-05
3699,876.60,876.60,876.60,876.60,0.00,0.00,0.00,2007-11-04
3700,887.59,887.59,887.59,887.59,0.00,0.00,0.00,2007-11-01
3701,878.86,878.86,878.86,878.86,0.00,0.00,0.00,2007-10-31
3702,864.89,864.89,864.89,864.89,0.00,0.00,0.00,2007-10-30
3703,859.49,859.49,859.49,859.49,0.00,0.00,0.00,2007-10-29
3704,858.06,858.06,858.06,858.06,0.00,0.00,0.00,2007-10-28
