S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
974,"1,209.70","1,213.46","1,197.32","1,197.75",-10.25,-0.85,"371,022,592.00",2019-08-28
975,"1,203.42","1,212.30","1,203.40","1,208.00",4.87,0.40,"244,668,209.00",2019-08-27
976,"1,209.70","1,210.24","1,199.31","1,203.13",-6.49,-0.54,"380,596,571.00",2019-08-26
977,"1,212.76","1,213.23","1,201.71","1,209.62",-3.44,-0.28,"350,269,509.00",2019-08-25
978,"1,214.37","1,220.90","1,212.43","1,213.06",-0.99,-0.08,"261,670,203.00",2019-08-22
979,"1,213.96","1,216.30","1,209.77","1,214.05",0.42,0.03,"292,641,728.00",2019-08-21
980,"1,222.04","1,222.87","1,212.10","1,213.63",-8.43,-0.69,"272,509,024.00",2019-08-20
981,"1,214.96","1,229.50","1,210.80","1,222.06",7.23,0.60,"389,625,280.00",2019-08-19
982,"1,224.03","1,226.07","1,214.33","1,214.83",-9.20,-0.75,"329,527,904.00",2019-08-18
983,"1,225.11","1,226.06","1,221.80","1,224.03",-1.87,-0.15,"424,323,136.00",2019-08-15
984,"1,230.97","1,231.49","1,224.43","1,225.90",-5.17,-0.42,"257,285,008.00",2019-08-14
985,"1,234.59","1,236.47","1,229.06","1,231.07",-2.78,-0.23,"481,629,760.00",2019-08-13
986,"1,234.68","1,236.82","1,232.11","1,233.85",0.14,0.01,"314,228,928.00",2019-08-12
987,"1,236.62","1,237.97","1,229.69","1,233.71",-4.85,-0.39,"311,756,864.00",2019-08-11
988,"1,248.91","1,248.91","1,237.70","1,238.56",-9.92,-0.79,"454,629,568.00",2019-08-08
989,"1,245.20","1,249.98","1,239.55","1,248.48",2.75,0.22,"368,645,664.00",2019-08-07
990,"1,255.74","1,255.74","1,243.74","1,245.73",-9.36,-0.75,"450,755,168.00",2019-08-06
991,"1,260.30","1,261.63","1,253.50","1,255.09",-4.55,-0.36,"443,205,472.00",2019-08-05
992,"1,263.87","1,266.37","1,258.27","1,259.64",-4.20,-0.33,"474,151,744.00",2019-08-04
993,"1,265.52","1,270.88","1,262.55","1,263.84",-1.73,-0.14,"590,588,224.00",2019-08-01
994,"1,259.53","1,267.73","1,257.91","1,265.57",6.20,0.49,"370,002,048.00",2019-07-31
995,"1,256.01","1,262.16","1,256.01","1,259.37",3.39,0.27,"294,305,024.00",2019-07-30
996,"1,252.72","1,259.69","1,252.72","1,255.98",3.18,0.25,"350,812,576.00",2019-07-29
997,"1,266.63","1,266.63","1,250.18","1,252.80",-17.12,-1.35,"492,673,664.00",2019-07-28
998,"1,284.41","1,284.41","1,269.35","1,269.92",-14.15,-1.10,"550,532,160.00",2019-07-25
999,"1,277.48","1,284.99","1,276.07","1,284.07",6.90,0.54,"443,481,376.00",2019-07-24
1000,"1,271.24","1,279.42","1,271.22","1,277.17",5.94,0.47,"368,980,864.00",2019-07-23
1001,"1,268.77","1,272.38","1,267.92","1,271.23",2.49,0.20,"316,643,424.00",2019-07-22
1002,"1,276.29","1,276.31","1,265.60","1,268.74",-3.75,-0.29,"298,157,120.00",2019-07-21
1003,"1,275.71","1,283.63","1,272.49","1,272.49",-2.37,-0.19,"411,369,312.00",2019-07-18
1004,"1,258.94","1,274.86","1,258.81","1,274.86",15.85,1.26,"426,743,456.00",2019-07-17
1005,"1,285.48","1,285.50","1,256.46","1,259.01",4.45,0.35,"347,289,280.00",2019-07-16
1006,"1,250.09","1,254.56","1,249.17","1,254.56",5.07,0.41,"430,525,920.00",2019-07-15
1007,"1,248.94","1,253.09","1,248.59","1,249.49",0.96,0.08,"285,214,560.00",2019-07-14
1008,"1,249.46","1,251.09","1,247.63","1,248.53",-0.62,-0.05,"460,036,576.00",2019-07-11
1009,"1,250.43","1,251.89","1,246.15","1,249.15",-1.12,-0.09,"573,447,488.00",2019-07-10
1010,"1,247.41","1,252.20","1,244.36","1,250.27",2.92,0.23,"468,263,776.00",2019-07-09
1011,"1,256.15","1,257.57","1,245.62","1,247.35",-8.69,-0.69,"591,053,824.00",2019-07-08
1012,"1,262.98","1,263.82","1,255.01","1,256.04",-4.43,-0.35,"540,529,472.00",2019-07-07
1013,"1,269.48","1,272.79","1,258.87","1,260.47",-8.21,-0.65,"670,169,920.00",2019-07-04
1014,"1,253.52","1,270.04","1,249.50","1,268.68",15.62,1.25,"550,247,808.00",2019-07-03
1015,"1,242.83","1,253.06","1,238.77","1,253.06",11.45,0.92,"429,477,280.00",2019-07-02
1016,"1,245.58","1,245.68","1,237.43","1,241.61",-3.28,-0.26,"364,343,808.00",2019-07-01
1017,"1,258.31","1,258.85","1,244.81","1,244.89",-12.26,-0.98,"645,099,008.00",2019-06-30
1018,"1,259.16","1,260.43","1,256.63","1,257.15",-1.14,-0.09,"627,908,800.00",2019-06-27
1019,"1,261.10","1,261.49","1,255.45","1,258.29",-2.78,-0.22,"570,123,456.00",2019-06-26
1020,"1,260.23","1,264.52","1,259.35","1,261.07",0.97,0.08,"364,773,344.00",2019-06-25
1021,"1,254.67","1,260.10","1,253.01","1,260.10",5.75,0.46,"481,492,832.00",2019-06-24
1022,"1,264.53","1,264.53","1,253.43","1,254.35",-10.01,-0.79,"481,859,744.00",2019-06-23
1023,"1,258.90","1,266.33","1,257.93","1,264.36",5.90,0.47,"375,315,200.00",2019-06-20
1024,"1,258.25","1,262.11","1,256.72","1,258.46",-0.20,-0.02,"304,189,632.00",2019-06-19
1025,"1,261.04","1,263.56","1,258.36","1,258.66",-2.24,-0.18,"359,411,296.00",2019-06-18
1026,"1,259.38","1,264.97","1,254.52","1,260.90",2.63,0.21,"403,538,144.00",2019-06-17
1027,"1,271.18","1,271.27","1,256.85","1,258.27",-11.28,-0.89,"472,520,800.00",2019-06-16
1028,"1,272.91","1,274.83","1,264.46","1,269.55",-2.94,-0.23,"418,750,016.00",2019-06-13
1029,"1,276.09","1,277.04","1,267.17","1,272.49",-3.50,-0.27,"399,464,992.00",2019-06-12
1030,"1,276.26","1,281.32","1,274.82","1,275.99",0.17,0.01,"459,071,008.00",2019-06-11
1031,"1,285.49","1,289.54","1,274.62","1,275.82",-8.77,-0.68,"553,347,008.00",2019-06-10
1032,"1,296.50","1,296.80","1,284.59","1,284.59",-4.69,-0.36,"579,563,008.00",2019-06-06
1033,"1,292.86","1,297.91","1,286.37","1,289.28",-3.56,-0.28,"694,590,976.00",2019-06-04
1034,"1,306.88","1,308.63","1,291.02","1,292.84",-12.84,-0.98,"664,590,016.00",2019-06-03
1035,"1,317.91","1,317.91","1,304.53","1,305.68",-13.79,-1.05,"735,995,008.00",2019-06-02
1036,"1,328.62","1,349.38","1,317.67","1,319.47",5.59,0.43,"1,504,460,032.00",2019-05-30
1037,"1,307.30","1,315.16","1,307.13","1,313.88",8.39,0.64,"884,201,024.00",2019-05-29
1038,"1,304.22","1,307.08","1,300.45","1,305.49",2.53,0.19,"749,068,992.00",2019-05-28
1039,"1,302.98","1,309.90","1,298.36","1,302.96",0.35,0.03,"499,910,016.00",2019-05-27
1040,"1,315.97","1,317.86","1,301.32","1,302.61",-11.94,-0.91,"603,897,024.00",2019-05-26
1041,"1,321.69","1,324.15","1,309.12","1,314.55",-5.08,-0.38,"913,235,968.00",2019-05-23
1042,"1,314.94","1,322.47","1,314.82","1,319.63",7.49,0.57,"918,484,992.00",2019-05-22
1043,"1,308.40","1,317.79","1,304.59","1,312.14",4.43,0.34,"796,716,992.00",2019-05-21
1044,"1,319.21","1,322.85","1,305.43","1,307.71",-9.13,-0.69,"1,164,889,984.00",2019-05-20
1045,"1,319.33","1,322.09","1,312.81","1,316.84",-1.87,-0.14,"1,055,840,000.00",2019-05-19
1046,"1,322.68","1,326.69","1,313.93","1,318.71",-2.29,-0.17,"881,396,992.00",2019-05-16
1047,"1,316.79","1,334.06","1,316.21","1,321.00",5.55,0.42,"1,302,630,016.00",2019-05-15
1048,"1,307.84","1,321.00","1,307.84","1,315.45",14.11,1.08,"1,007,529,984.00",2019-05-14
1049,"1,295.99","1,301.68","1,295.99","1,301.34",6.31,0.49,"775,121,984.00",2019-05-13
1050,"1,292.12","1,295.03","1,284.17","1,295.03",3.07,0.24,"672,155,008.00",2019-05-12
1051,"1,297.57","1,302.62","1,290.11","1,291.96",-5.64,-0.43,"605,086,976.00",2019-05-09
1052,"1,301.39","1,304.15","1,295.32","1,297.60",-3.68,-0.28,"494,902,016.00",2019-05-08
1053,"1,298.35","1,311.18","1,295.73","1,301.28",1.87,0.14,"699,849,024.00",2019-05-07
1054,"1,278.00","1,299.41","1,270.06","1,299.41",21.73,1.70,"619,564,992.00",2019-05-06
1055,"1,293.71","1,293.71","1,276.73","1,277.68",-16.71,-1.29,"628,641,024.00",2019-05-05
1056,"1,298.80","1,300.43","1,282.95","1,294.39",-4.21,-0.32,"573,145,024.00",2019-05-02
1057,"1,310.65","1,316.53","1,296.07","1,298.60",-11.71,-0.89,"913,017,984.00",2019-04-30
1058,"1,318.44","1,322.95","1,299.09","1,310.31",-4.20,-0.32,"1,160,230,016.00",2019-04-29
1059,"1,293.77","1,322.88","1,293.77","1,314.51",22.39,1.73,"1,616,089,984.00",2019-04-28
1060,"1,279.67","1,296.92","1,279.67","1,292.12",12.83,1.00,"1,335,980,032.00",2019-04-25
1061,"1,265.11","1,280.84","1,261.69","1,279.29",18.61,1.48,"921,345,984.00",2019-04-24
1062,"1,256.61","1,268.32","1,248.50","1,260.68",3.74,0.30,"561,851,008.00",2019-04-23
1063,"1,264.77","1,280.08","1,247.65","1,256.94",-7.26,-0.57,"1,000,550,016.00",2019-04-22
1064,"1,232.53","1,264.20","1,230.22","1,264.20",31.94,2.59,"1,004,000,000.00",2019-04-21
1065,"1,217.11","1,232.26","1,214.95","1,232.26",15.22,1.25,"732,081,024.00",2019-04-18
1066,"1,212.34","1,223.42","1,210.35","1,217.04",4.99,0.41,"803,244,992.00",2019-04-17
1067,"1,187.73","1,212.05","1,187.73","1,212.05",23.34,1.96,"723,990,016.00",2019-04-16
1068,"1,184.22","1,188.71","1,181.95","1,188.71",4.69,0.40,"289,871,008.00",2019-04-15
1069,"1,184.29","1,189.98","1,180.18","1,184.02",-0.59,-0.05,"387,624,000.00",2019-04-11
1070,"1,181.72","1,187.98","1,174.88","1,184.61",3.51,0.30,"358,990,016.00",2019-04-10
1071,"1,191.78","1,194.62","1,180.00","1,181.10",-10.58,-0.89,"622,529,984.00",2019-04-09
1072,"1,183.46","1,197.88","1,179.47","1,191.68",9.32,0.79,"864,142,976.00",2019-04-08
1073,"1,164.94","1,182.36","1,161.66","1,182.36",17.16,1.47,"518,228,000.00",2019-04-07
1074,"1,165.85","1,169.87","1,159.90","1,165.20",-0.64,-0.05,"386,452,000.00",2019-04-04
1075,"1,163.71","1,172.40","1,158.79","1,165.84",2.01,0.17,"524,422,016.00",2019-04-03
1076,"1,153.89","1,164.41","1,153.89","1,163.82",14.07,1.22,"472,344,992.00",2019-04-02
1077,"1,142.65","1,152.05","1,142.06","1,149.99",6.43,0.56,"326,448,992.00",2019-04-01
1078,"1,145.95","1,149.81","1,139.68","1,143.09",-1.44,-0.13,"241,951,008.00",2019-03-31
1079,"1,142.00","1,144.53","1,140.56","1,144.53",1.92,0.17,"215,416,992.00",2019-03-28
1080,"1,140.69","1,142.81","1,140.16","1,142.61",1.89,0.17,"208,898,000.00",2019-03-27
1081,"1,138.86","1,140.90","1,136.70","1,140.72",2.05,0.18,"190,316,992.00",2019-03-26
1082,"1,134.65","1,139.71","1,132.06","1,138.67",3.87,0.34,"216,906,000.00",2019-03-25
1083,"1,141.33","1,142.14","1,131.14","1,134.80",-5.80,-0.51,"211,912,992.00",2019-03-24
1084,"1,148.61","1,150.30","1,140.00","1,140.60",-6.55,-0.57,"248,614,000.00",2019-03-21
1085,"1,155.72","1,158.78","1,147.15","1,147.15",-6.83,-0.59,"129,145,000.00",2019-03-19
1086,"1,161.05","1,164.62","1,153.98","1,153.98",-7.47,-0.64,"279,032,000.00",2019-03-18
1087,"1,156.18","1,165.19","1,156.18","1,161.45",5.95,0.51,"316,537,984.00",2019-03-17
1088,"1,149.64","1,156.19","1,142.89","1,155.50",5.40,0.47,"263,186,000.00",2019-03-14
1089,"1,157.85","1,166.24","1,150.10","1,150.10",-13.16,-1.13,"407,008,000.00",2019-03-13
1090,"1,148.69","1,163.26","1,143.99","1,163.26",20.33,1.78,"513,876,992.00",2019-03-12
1091,"1,129.51","1,142.93","1,125.94","1,142.93",14.22,1.26,"382,284,992.00",2019-03-11
1092,"1,127.29","1,129.41","1,118.21","1,128.71",0.94,0.08,"102,317,000.00",2019-03-10
1093,"1,112.45","1,127.77","1,112.45","1,127.77",16.01,1.44,"283,819,008.00",2019-03-07
1094,"1,103.17","1,111.76","1,100.97","1,111.76",9.12,0.83,"211,804,992.00",2019-03-06
1095,"1,100.95","1,104.61","1,098.95","1,102.64",2.06,0.19,"213,340,992.00",2019-03-05
1096,"1,108.26","1,108.84","1,100.58","1,100.58",-4.95,-0.45,"221,026,000.00",2019-03-03
1097,"1,103.65","1,111.04","1,103.17","1,105.53",2.97,0.27,"204,516,992.00",2019-02-27
1098,"1,109.77","1,110.22","1,101.59","1,102.56",-7.17,-0.65,"149,262,000.00",2019-02-26
1099,"1,102.45","1,109.73","1,100.13","1,109.73",7.41,0.67,"182,428,992.00",2019-02-25
1100,"1,115.20","1,115.25","1,102.32","1,102.32",-10.75,-0.97,"193,956,992.00",2019-02-24
1101,"1,113.60","1,114.14","1,110.15","1,113.07",0.84,0.08,"157,692,000.00",2019-02-21
1102,"1,128.97","1,128.97","1,112.33","1,112.23",-12.72,-1.13,"154,584,000.00",2019-02-20
1103,"1,103.35","1,124.23","1,102.30","1,124.23",21.72,1.97,"202,684,000.00",2019-02-19
1104,"1,110.27","1,111.14","1,101.81","1,102.51",-7.21,-0.65,"208,487,008.00",2019-02-18
1105,"1,117.70","1,122.10","1,107.92","1,109.72",-3.15,-0.28,"194,344,992.00",2019-02-17
1106,"1,120.19","1,120.30","1,112.15","1,112.87",-8.21,-0.73,"231,671,008.00",2019-02-14
1107,"1,129.86","1,132.39","1,121.08","1,121.08",-7.11,-0.63,"230,651,008.00",2019-02-13
1108,"1,131.32","1,132.50","1,126.42","1,128.19",-0.67,-0.06,"156,376,000.00",2019-02-12
1109,"1,126.46","1,132.37","1,124.51","1,128.86",1.33,0.12,"191,024,000.00",2019-02-11
1110,"1,138.62","1,138.86","1,125.83","1,127.53",-12.04,-1.06,"228,292,000.00",2019-02-10
1111,"1,139.29","1,140.62","1,137.14","1,139.57",-0.15,-0.01,"242,260,000.00",2019-02-07
1112,"1,147.23","1,147.31","1,139.09","1,139.72",-7.38,-0.64,"226,248,992.00",2019-02-06
1113,"1,143.58","1,149.40","1,143.39","1,147.10",2.83,0.25,"221,967,008.00",2019-02-05
1114,"1,152.98","1,155.08","1,144.27","1,144.27",-8.79,-0.76,"322,760,992.00",2019-02-04
1115,"1,160.57","1,161.22","1,152.16","1,153.06",-8.57,-0.74,"321,743,008.00",2019-02-03
1116,"1,162.34","1,163.86","1,160.26","1,161.63",1.04,0.09,"268,244,992.00",2019-01-31
1117,"1,160.53","1,163.27","1,159.35","1,160.59",-0.40,-0.03,"190,572,992.00",2019-01-30
1118,"1,164.91","1,165.09","1,160.10","1,160.99",-3.90,-0.33,"259,283,008.00",2019-01-29
1119,"1,162.94","1,164.89","1,161.48","1,164.89",4.05,0.35,"203,579,008.00",2019-01-28
1120,"1,171.35","1,171.72","1,160.84","1,160.84",-11.94,-1.02,"306,070,016.00",2019-01-27
1121,"1,172.27","1,175.42","1,170.54","1,172.78",-0.20,-0.02,"306,295,008.00",2019-01-24
1122,"1,168.14","1,172.98","1,167.99","1,172.98",4.15,0.36,"238,475,008.00",2019-01-23
1123,"1,164.56","1,172.03","1,163.58","1,168.83",1.14,0.10,"277,291,008.00",2019-01-22
1124,"1,175.68","1,175.68","1,167.69","1,167.69",-11.48,-0.97,"335,558,016.00",2019-01-21
1125,"1,190.67","1,191.41","1,177.02","1,179.17",-8.60,-0.72,"361,756,992.00",2019-01-20
1126,"1,190.66","1,190.66","1,186.52","1,187.77",-0.20,-0.02,"281,347,008.00",2019-01-17
1127,"1,195.54","1,200.32","1,187.97","1,187.97",-7.57,-0.63,"474,423,008.00",2019-01-16
1128,"1,180.98","1,195.54","1,180.78","1,195.54",17.51,1.49,"391,993,984.00",2019-01-15
1129,"1,175.05","1,179.00","1,175.00","1,178.03",2.98,0.25,"259,270,000.00",2019-01-14
1130,"1,181.53","1,182.44","1,173.46","1,175.05",-5.79,-0.49,"353,560,000.00",2019-01-13
1131,"1,179.36","1,183.19","1,179.36","1,180.84",1.48,0.13,"344,812,992.00",2019-01-10
1132,"1,177.87","1,177.07","1,183.12","1,179.36",2.29,0.19,"275,980,992.00",2019-01-09
1133,"1,177.87","1,180.85","1,177.15","1,177.07",-0.40,-0.03,"332,627,008.00",2019-01-08
1134,"1,170.72","1,181.17","1,170.36","1,177.46",6.67,0.57,"322,203,008.00",2019-01-07
1135,"1,178.25","1,181.58","1,170.11","1,170.79",-8.08,-0.69,"298,870,016.00",2019-01-06
1136,"1,180.47","1,184.95","1,178.06","1,178.87",-1.56,-0.13,"262,468,000.00",2019-01-03
1137,"1,185.91","1,186.90","1,180.43","1,180.43",-5.42,-0.46,"246,231,008.00",2019-01-02
1138,"1,187.30","1,196.18","1,183.84","1,185.91",-2.28,-0.19,"227,166,000.00",2019-01-01
1139,"1,204.68","1,207.25","1,188.19","1,188.19",-16.35,-1.36,"390,624,000.00",2018-12-31
1140,"1,215.14","1,219.29","1,204.24","1,204.54",-10.62,-0.87,"433,888,992.00",2018-12-30
1141,"1,216.57","1,232.74","1,211.72","1,215.16",-1.11,-0.09,"1,097,720,064.00",2018-12-27
1142,"1,186.11","1,216.27","1,184.30","1,216.27",30.24,2.55,"679,681,024.00",2018-12-26
1143,"1,192.61","1,192.95","1,182.41","1,186.03",-5.71,-0.48,"337,190,016.00",2018-12-25
1144,"1,198.26","1,207.88","1,190.86","1,191.74",-6.44,-0.54,"695,494,976.00",2018-12-24
1145,"1,166.33","1,198.18","1,166.33","1,198.18",32.21,2.76,"756,868,992.00",2018-12-23
1146,"1,162.65","1,173.80","1,162.65","1,165.97",3.27,0.28,"393,798,016.00",2018-12-20
1147,"1,168.29","1,171.58","1,158.88","1,162.70",-5.47,-0.47,"342,703,008.00",2018-12-19
1148,"1,183.12","1,185.36","1,165.59","1,168.17",-14.61,-1.24,"512,580,992.00",2018-12-18
1149,"1,167.55","1,182.81","1,166.06","1,182.78",15.11,1.29,"360,561,984.00",2018-12-17
1150,"1,149.23","1,168.59","1,149.23","1,167.67",18.89,1.64,"437,036,992.00",2018-12-16
1151,"1,141.25","1,153.17","1,140.54","1,148.78",7.60,0.67,"298,800,000.00",2018-12-13
1152,"1,140.83","1,143.70","1,137.67","1,141.18",0.08,0.01,"208,110,000.00",2018-12-12
1153,"1,143.85","1,145.75","1,139.95","1,141.10",-3.09,-0.27,"370,360,992.00",2018-12-11
1154,"1,131.43","1,145.61","1,131.43","1,144.19",12.49,1.10,"386,500,000.00",2018-12-10
1155,"1,121.16","1,128.45","1,121.10","1,131.70",10.86,0.97,"218,708,992.00",2018-12-09
1156,"1,117.97","1,126.00","1,109.32","1,120.84",2.71,0.24,"338,912,992.00",2018-12-06
1157,"1,140.99","1,142.06","1,117.45","1,118.13",-23.82,-2.09,"329,556,992.00",2018-12-05
1158,"1,133.00","1,142.01","1,131.15","1,142.01",10.28,0.91,"363,332,992.00",2018-12-04
1159,"1,130.31","1,144.00","1,128.91","1,131.73",0.90,0.08,"622,254,976.00",2018-12-03
1160,"1,148.29","1,148.36","1,129.89","1,130.89",-17.47,-1.52,"451,952,000.00",2018-12-02
1161,"1,159.07","1,160.42","1,148.13","1,148.36",-10.72,-0.92,"314,926,016.00",2018-11-29
1162,"1,161.50","1,162.98","1,158.75","1,159.08",-2.41,-0.21,"396,228,000.00",2018-11-28
1163,"1,159.75","1,167.17","1,159.75","1,161.49",1.67,0.14,"218,848,992.00",2018-11-27
1164,"1,166.59","1,167.19","1,159.31","1,159.82",-6.81,-0.58,"293,713,984.00",2018-11-26
1165,"1,181.96","1,182.44","1,166.01","1,166.63",-14.62,-1.24,"244,220,992.00",2018-11-25
1166,"1,184.01","1,184.92","1,181.34","1,181.24",-1.31,-0.11,"248,907,008.00",2018-11-22
1167,"1,182.17","1,182.74","1,176.45","1,182.55",0.80,0.07,"227,711,008.00",2018-11-21
1168,"1,189.97","1,190.15","1,181.66","1,181.75",-8.45,-0.72,"171,414,000.00",2018-11-20
1169,"1,196.08","1,196.15","1,187.96","1,190.20",-5.25,-0.44,"207,570,000.00",2018-11-19
1170,"1,203.94","1,204.79","1,194.18","1,195.45",-9.57,-0.79,"319,399,008.00",2018-11-18
1171,"1,208.89","1,213.63","1,205.20","1,205.02",-3.88,-0.32,"236,074,000.00",2018-11-15
1172,"1,208.28","1,209.23","1,203.58","1,208.89",1.32,0.11,"178,260,736.00",2018-11-14
1173,"1,192.87","1,209.10","1,191.72","1,207.57",14.24,1.19,"166,104,000.00",2018-11-13
1174,"1,204.64","1,204.64","1,192.22","1,193.34",-11.88,-0.99,"132,057,000.00",2018-11-12
1175,"1,224.39","1,224.39","1,205.22","1,205.22",-17.31,-1.42,"98,566,496.00",2018-11-11
1176,"1,222.53","1,222.53","1,222.53","1,222.53",3.33,0.27,"33,213,900.00",2018-11-06
1177,"1,207.28","1,219.75","1,205.81","1,219.20",11.92,0.99,"239,046,000.00",2018-11-05
1178,"1,220.98","1,221.22","1,206.48","1,207.28",-13.70,-1.12,"280,206,016.00",2018-11-04
1179,"1,221.46","1,223.76","1,217.46","1,220.98",-0.48,-0.04,"241,964,000.00",2018-11-01
1180,"1,224.36","1,224.99","1,218.83","1,221.46",-2.90,-0.24,"158,274,000.00",2018-10-31
1181,"1,216.93","1,224.36","1,216.00","1,224.36",7.43,0.61,"213,728,000.00",2018-10-30
1182,"1,227.49","1,227.49","1,215.82","1,216.93",-10.56,-0.86,"214,403,008.00",2018-10-29
1183,"1,241.11","1,241.82","1,225.38","1,227.49",-13.62,-1.10,"300,731,008.00",2018-10-28
1184,"1,249.93","1,250.30","1,240.58","1,241.11",-8.82,-0.71,"270,716,000.00",2018-10-25
1185,"1,241.84","1,250.45","1,239.01","1,249.93",8.09,0.65,"218,378,000.00",2018-10-24
1186,"1,244.54","1,246.22","1,238.63","1,241.84",-2.70,-0.22,"192,782,000.00",2018-10-23
1187,"1,246.52","1,248.09","1,240.58","1,244.54",-1.98,-0.16,"167,090,000.00",2018-10-22
1188,"1,241.63","1,248.51","1,241.15","1,246.52",4.89,0.39,"136,048,000.00",2018-10-21
1189,"1,242.43","1,246.14","1,241.48","1,241.63",-0.80,-0.06,"306,736,992.00",2018-10-15
1190,"1,228.28","1,242.43","1,228.16","1,242.43",14.15,1.15,"265,802,000.00",2018-10-14
1191,"1,218.33","1,228.28","1,214.77","1,228.28",9.95,0.82,"231,244,000.00",2018-10-11
1192,"1,217.93","1,218.86","1,213.58","1,218.33",0.40,0.03,"218,171,008.00",2018-10-10
1193,"1,220.52","1,227.07","1,217.06","1,217.93",-2.59,-0.21,"336,793,984.00",2018-10-09
1194,"1,214.36","1,222.78","1,213.36","1,220.52",6.16,0.51,"360,992,992.00",2018-10-08
1195,"1,227.37","1,227.37","1,212.88","1,214.36",-13.01,-1.06,"378,448,000.00",2018-10-07
1196,"1,230.60","1,231.84","1,221.33","1,227.37",-3.23,-0.26,"365,169,984.00",2018-10-04
1197,"1,241.36","1,242.27","1,230.60","1,230.60",-10.76,-0.87,"365,169,984.00",2018-10-03
1198,"1,238.67","1,247.44","1,237.53","1,241.36",2.69,0.22,"440,748,992.00",2018-10-02
1199,"1,256.71","1,258.26","1,237.97","1,238.67",-18.04,-1.44,"524,752,000.00",2018-10-01
1200,"1,267.18","1,267.76","1,253.44","1,256.71",-10.47,-0.83,"561,558,976.00",2018-09-30
1201,"1,277.74","1,278.71","1,266.18","1,267.18",-10.56,-0.83,"492,740,992.00",2018-09-27
1202,"1,280.05","1,288.52","1,270.05","1,277.74",-2.31,-0.18,"890,030,016.00",2018-09-26
1203,"1,257.68","1,283.45","1,257.74","1,280.05",22.37,1.78,"1,051,049,984.00",2018-09-25
1204,"1,255.09","1,260.39","1,250.90","1,257.68",2.61,0.21,"618,721,024.00",2018-09-23
1205,"1,258.81","1,260.96","1,249.78","1,255.07",-3.74,-0.30,"528,860,992.00",2018-09-20
1206,"1,256.40","1,261.61","1,251.25","1,258.81",2.41,0.19,"440,420,000.00",2018-09-18
1207,"1,256.55","1,261.19","1,247.90","1,256.40",-0.13,-0.01,"579,804,992.00",2018-09-17
1208,"1,244.84","1,270.19","1,244.99","1,256.53",11.69,0.94,"886,097,024.00",2018-09-16
1209,"1,230.71","1,246.24","1,230.80","1,244.84",14.13,1.15,"687,436,992.00",2018-09-13
1210,"1,217.65","1,230.96","1,215.62","1,230.71",13.06,1.07,"399,812,000.00",2018-09-12
1211,"1,210.88","1,224.60","1,210.88","1,217.65",6.77,0.56,"314,528,000.00",2018-09-11
1212,"1,218.98","1,220.25","1,206.88","1,210.88",-8.10,-0.66,"234,584,000.00",2018-09-10
1213,"1,229.77","1,230.37","1,217.33","1,218.98",-10.79,-0.88,"298,512,992.00",2018-09-09
1214,"1,234.15","1,247.35","1,224.25","1,229.77",-4.36,-0.35,"695,782,016.00",2018-09-06
1215,"1,210.24","1,243.61","1,210.30","1,234.13",23.89,1.97,"690,163,008.00",2018-09-05
1216,"1,206.26","1,214.20","1,202.68","1,210.24",3.98,0.33,"405,795,008.00",2018-09-04
1217,"1,190.28","1,213.86","1,190.27","1,206.26",15.98,1.34,"519,075,008.00",2018-09-03
1218,"1,181.69","1,191.93","1,178.59","1,190.28",8.59,0.73,"283,239,008.00",2018-09-02
1219,"1,172.30","1,181.69","1,170.69","1,181.69",9.39,0.80,"214,779,008.00",2018-08-30
